id,scientificName,commonName,classification,etymology,environment,depthRange,usualRange,distributionRangeName,distributionRangeCoordinates,distributionDescription,sizeRange,maxLength,commonLength,maxWeight,maxAge,biologyInfo,lifeAndMateInfo,redListStatus,dorsalSpines,dorsalSoftRays,analSpines,analSoftRays,vertebrae,shortDescription,threatToHumans,preferredTemperatureMin,preferredTemperatureMean,preferredTemperatureMax,cellsBasedOn,phylogeneticDiversity,bayesianLengthWeightA,bayesianLengthWeightB,resilience,priorR,vulnerability,priceCategory,source
348,Cyclothone braueri,Garrick,Actinopterygii (ray-finned fishes) >  Stomiiformes  (Lightfishes and dragonfishes) >  Gonostomatidae  (Bristlemouths),"Cyclothone: Greek, kyklothen, in circle, around .","Marine, bathypelagic",10--2000,200--900,Deep-water,"67N--  40S, 180W--  180E","Atlantic, Indian and South Pacific:  in tropical and subtropical waters, including the Mediterranean.  Also known from the temperate North Atlantic as far as 66N and in the sub-Antarctic water south of Australia.",2--?,2.6,,,1,"Oceanic, precise depth range dependent upon developmental stage, latitude, season.  Generally horizontally oriented.  Feeds on small zooplankton, mostly copepods.  Sexually dimorphic with large females and small males.  Sex ratio vary with size groups but is about 1:1 around spawning. Length-frequency histograms are bimodal; has a two-year life cycle.",,Least Concern (LC) ; Date assessed:  22 May 2013,0,13--15,0,,,.,Harmless,3.9,9.3,16.3,2108,0.5001,0.00363,3.07,"Medium, minimum population doubling time 1.4 - 4.4 years (tm=2; Fec=200).",,Low vulnerability (24 of 100) .,,de
349,Cyclothone microdon,Veiled anglemouth,Actinopterygii (ray-finned fishes) >  Stomiiformes  (Lightfishes and dragonfishes) >  Gonostomatidae  (Bristlemouths),"Cyclothone: Greek, kyklothen, in circle, around ;microdon: microdon meaning small toothed .","Marine, bathypelagic",200--5301,500--2700,Deep-water,"67N--  45S, 180W--  180E","Widely distributed in all Atlantic, tropical and austral Indian and Pacific Oceans . Southern Ocean:  probably circum-Antarctic between the Antarctic Polar Front and the Antarctic continental shelf .",3-- 3.5,7.6,,,,"An oceanic, deep mesopelagic to bathypelagic species.  Precise depth range dependent upon developmental stage, latitude, season.  Doest not exhibit diel vertical migrations. A non-seasonal breeder with no recognizable age-cohorts.  Feeds mainly on copepods.","Protandrous, sex reversal observed in the eastern North Atlantic. Sex reversal at 22-24 mm SL.",Least Concern (LC) ; Date assessed:  22 May 2013,0,13--15,0,17--20,," Brown to brown-black in color; dense stellate pigment over head, body and fins.",Harmless,1.8,3.2,8.2,7820,0.5001,0.00363,3.07,"Medium, minimum population doubling time 1.4 - 4.4 years (Assuming tm>1; Fec=2,000-10,000).",,Low vulnerability (16 of 100) .,,de
350,Cyclothone pygmaea,,Actinopterygii (ray-finned fishes) >  Stomiiformes  (Lightfishes and dragonfishes) >  Gonostomatidae  (Bristlemouths),"Cyclothone: Greek, kyklothen, in circle, around .","Marine, bathypelagic",500--1400,,Deep-water,"47N--  30N, 6W--  36E",Mediterranean Sea endemic.,3-- 3.5,2,,,,"Precise depth range dependent upon developmental stage and season.  Presumed dioecious, spawns during spring to autumn.",Probably dioecious.,Least Concern (LC) ; Date assessed:  12 July 2014,,,,,,,Harmless,13.1,13.7,14,87,0.5001,0.00363,3.07,"Medium, minimum population doubling time 1.4 - 4.4 years (Fec=200).",,Low vulnerability (10 of 100) .,,de
351,Cyerce cristallina,harlequin glass-slug,Gastropoda > Sacoglossa > Caliphyllidae,,Benthic,1--5,,Subtropical,,Western Atlantic and the Mediterranean Sea:  USA and Canada.,?--?,3,,,,,,Not Evaluated,,,,,,,,7.9,26.5,28.1,720,,,,,,,Unknown,ca
352,Cymbium olla,Algarve volute,Gastropoda > Neogastropoda > Volutidae,,Benthic,20--30,,Temperate,"50N--  30N, 11W--  18E","Eastern Atlantic and the Mediterranean:  Portugal, Strait of Gibraltar, Mediterranean in Andalucia, Alboran Sea to Malta, to the deep waters of the North African coast.",?--?,,,,,Occurs in soft bottoms . Members of the order Neogastropoda are mostly gonochoric and broadcast spawners.  Life cycle:  Embryos develop into planktonic trocophore larvae and later into juvenile veligers before becoming fully grown adults .,Members of the order Neogastropoda are mostly gonochoric and broadcast spawners.  Life cycle:  Embryos develop into planktonic trocophore larvae and later into juvenile veligers before becoming fully grown adults.,Not Evaluated,,,,,,,Harmless,14,16.3,18.4,10,,,,,,,High,ca
353,Cymodoce hanseni,,Malacostraca > Isopoda > Sphaeromatidae,,,,,,,Mediterranean Sea:  Turkey.,?--?,,,,,"Inhabits Posidonia oceanica in coastal waters . Members of the order Isopoda are mostly gonochoric.  Mating behavior:  Mating usually occurs before and sometimes during the parturial molt.  Sperm transfer is indirect.  Life cycle:  Eggs are brooded in the marsupium, which later hatch into manca postlarva before developing into adults .","Members of the order Isopoda are mostly gonochoric.  Mating behavior:  Mating usually occurs before and sometimes during the parturial molt.  Sperm transfer is indirect.  Life cycle:  Eggs are brooded in the marsupium, which later hatch into manca postlarva before developing into adults.",Not Evaluated,,,,,,,,16.2,18.2,18.8,20,,,,,,,Unknown,ca
354,Cystodytes dellechiajei,,Ascidiacea > Enterogona > Polycitoridae,,Sessile,0--736,,Tropical,,Circumglobal.,?--?,,,,,Minimum depth from Ref. 116065. Known as a benthic species .  Found only on coral reefs and most of the warm waters of the world.  Colonial .  Intertidal to 736 m .  Found in mangrove ponds .  Filter-feeder . Members of the class Ascidiacea are hermaphroditic; both cross- and self-fertilization is typical.  Life cycle:  Eggs develop into lecithotrophic larva before metamorphosing into benthic adults .,Members of the class Ascidiacea are hermaphroditic; both cross- and self-fertilization is typical.  Life cycle:  Eggs develop into lecithotrophic larva before metamorphosing into benthic adults.,Not Evaluated,,,,,,,,11,15.9,23.7,1058,,,,,,,Unknown,ca
355,Dactylopodola mesotyphle,,Not assigned >  > Dactylopodolidae,,Demersal,2--4,,Subtropical,,Mediterranean Sea.,?--?,0,,,,,,Not Evaluated,,,,,,,,17.6,19.1,21.8,319,,,,,,Low vulnerability (10 of 100),Unknown,ca
356,Dactylopterus volitans,Flying gurnard,Actinopterygii (ray-finned fishes) >  Scorpaeniformes  (Scorpionfishes and flatheads) >  Dactylopteridae  (Flying gurnards),"Dactylopterus: Greek, daktyleys, -eos = a kind of grey mullet + + Greek, pteron = fin .","Marine, brackish, reef-associated",1--100,,Subtropical,"52N--  45S, 98W--  36E","Eastern Atlantic:  English Channel to Angola, including the Mediterranean, Madeira, and the Azores.  Western Atlantic:  Canada  to Massachusetts, USA and the Gulf of Mexico to Argentina.",?--?,50,38,1.8,,"Found on sand, mud or over rocks in sandy areas, exploring the bottom with the free part of the pectoral fins.  Feeds primarily on benthic crustaceans, especially crabs, clams and small fishes.  Neither anterolateral glandural groove nor venom gland is present.",,Least Concern (LC) ; Date assessed:  29 January 2013,7,8,0,6,," Pectoral fin very large and fan-like, with front 6 rays separated as small lobe.",Harmless,13.3,23.9,27.8,1072,1.0078,0.01023,2.98,"High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).",,Low to moderate vulnerability (31 of 100) .,Unknown,de
357,Dalatias licha,Kitefin shark,"Elasmobranchii (sharks and rays) >  Squaliformes  (Bramble, sleeper and dogfish sharks) >  Dalatiidae  (Sleeper sharks)","Dalatias: Greek, dalos, ou = torch, burning piece of wood .","Marine, bathydemersal",37--1800,300--600,Deep-water,"72N--  56S, 98W--  153W","Western Atlantic:  Georges Bank and northern Gulf of Mexico.  Eastern Atlantic:  Iceland , Scotland, and Irish Atlantic slope to Morocco, western Mediterranean, Madeira to Cameroon.  Western Indian Ocean:  Mozambique and South Africa.  Western Pacific:  Japan, Australia, and New Zealand.  Central Pacific:  Hawaii.",117-- 159,182,,,,"Found on outer continental and insular shelves and slopes.  Mainly found on or near the bottom but readily occurs well off the substrate .  Often pelagic.  Found singly or in small schools.  Feeds mainly on deepwater bony fish, but also skates, other sharks, cephalopods and crustaceans.  Ovoviviparous, with 10-20 young born at 30-42 cm.  Used for its squalene liver oil, leather and meat, as well as for fishmeal.",Ovoviviparous. 10-20 young born at 30-42 cm; 10-16 young born at 30 cm TL (Ref.58048). Distinct pairing with embrace.,Vulnerable (VU) (A2bd+3d); Date assessed:  03 July 2017,0,0,0,0,," Moderately sized, short- and blunt-snouted shark with two almost equal-sized dorsal fins; papillose thick lips; small slender-cusped upper teeth and very large lower teeth with erect triangular serrated cusps and distal blades; first dorsal fin on back with its origin behind the pectoral rear tips and its base closer to the pectoral base than the pelvic fins; and caudal fin with the ventral lobe not expanded  Dark grey-brown to black; trailing edges of fins translucent.",Harmless,2.5,5.3,14.3,3093,1.002,0.00501,3.12,"Low, minimum population doubling time 4.5 - 14 years (Fec=10-20).",0.27,High to very high vulnerability (65 of 100) .,Medium,de
358,Dalophis imberbis,Armless snake eel,Actinopterygii (ray-finned fishes) >  Anguilliformes  (Eels and morays) >  Ophichthidae  (Snake eels) > Ophichthinae,"Dalophis: Greek, dalos, ou = torch, burning piece of wood + Greek, ophis = serpent .","Marine, demersal",20--80,,Subtropical,"46N--  16N, 18W--  36E","Eastern Atlantic:  Spain to Mauritania, including the Mediterranean.",?--?,150,,,,Burrows in sand or mud.,,Not Evaluated,,,,,,,Harmless,13.3,16.7,19.9,74,0.5312,0.00138,2.92,"Low, minimum population doubling time 4.5 - 14 years (Preliminary K or Fecundity.).",,High to very high vulnerability (65 of 100) .,,de
359,Dardanus arrosor,striated hermit crab,Malacostraca > Decapoda > Diogenidae,,Benthic,5--750,,Tropical,"51N--  46S, 68W--  180E","Indo-West Pacific, Atlantic Ocean and the Mediterranean.",?--?,,,,,"Minimum depth from Ref. 82060. Bathyal.  Inhabits continental shelf and slope .  It is eurybathic, on coastal detritic bottoms to bathyal muds .  Uses shells of Bittium latreilli .  Opportunistic scavenger and predator.  Feeds on live crabs, dead shells and fishes . Other isotope data (15N=9.660.25, Ref.  106518). Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer .",Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer.,Not Evaluated,,,,,,,Harmless,9.3,14.8,20.6,532,,,,,,,,ca
360,Dardanus calidus,red hermit crab,Malacostraca > Decapoda > Diogenidae,,Benthic,3--30,,Tropical,"46N--  12N, 32W--  36E","Eastern Atlantic and the Mediterranean:  from Azores, Gibraltar, to Greece and Syria.",?--?,,,,,"Also found in semidark cave zones  and Posidonia beds .  Symbiotic with the sea anemone Calliactis parasitica .  In general, most species of hermit crab are omnivorous detritivores . Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer .",Members of the order Decapoda are mostly gonochoric.  Mating behavior:  Precopulatory courtship ritual is common (through olfactory and tactile cues); usually indirect sperm transfer.,Not Evaluated,,,,,,,Harmless,17.6,19.3,21.7,607,,,,,,,,ca
361,Bathytoshia centroura,Roughtail stingray,Elasmobranchii (sharks and rays) >  Myliobatiformes  (Stingrays) >  Dasyatidae  (Stingrays) > Dasyatinae,,"Marine, brackish, demersal",3--270,15--50,Subtropical,"45N--  35S, 90W--  36E","Western Atlantic: antitropical; from western and southern USA and Brazil to Argentina; including the Gulf of Mexico.  Eastern Atlantic populations refer to  according to Last et al, 2016 .",66-- 160,300,125,300,,"Dasyatis centroura  is a coastal species, found over sandy and muddy bottoms. It feeds on bottom-living invertebrates and fishes. Ovoviviparous. Wings marketed fresh, smoked, dried-salted; used for fishmeal and oil. Harmful to shellfish banks; dangerous to bathers and fishers due to its poisonous spine. May attain well over 100 cm TL. Warm season visitor to coastal waters.","Exhibit ovoviparity (aplacental viviparity), with embryos feeding initially on yolk, then receiving additional nourishment from the mother by indirect absorption of uterine fluid enriched with mucus, fat or protein through specialised structures.  Gestation about 4 months with 2 to 4 young produced in autumn and early winter.  Distinct pairing with embrace.",Least Concern (LC) ; Date assessed:  03 March 2007,,,,,,"Diagnosis: Large specimens of  Dasyatis centroura  are recognizable by their thorny tails, by the large size and wide spacing spacing of their mid-dorsal bucklers, and by the conspicuous tubercles or bucklers on the outer parts of their discs; in smaller specimens the large tubercles have not yet developed on the tail It differs from  Dasyatis sabina ,  D guttata  and  Himantura schmardae  in the shape of disc; it resembles  Dasyatis say  and  D americana  in shape of disc, but it can be distinguished from  D say  by the fact that the tail lacks any trace of a cutaneous fold above, and from  D americana  by its much narrower ventral tailfold.",Venomous,14.6,23.1,27.7,772,0.625,0.00589,3.04,"Very Low, minimum population doubling time more than 14 years (Fec=2-6).",,Very high vulnerability (81 of 100) .,Low,de
